s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 7.828E+001, 7.184E+001, 1.148E+002, 7.116E+000, 3.885E+000, 8.421E+001, 9.297E+001, 1.024E+002, 2.200E+001
 3.400E+002, 7.619E+001, 7.170E+001, 1.013E+002, 7.140E+000, 3.449E+000, 8.600E+001, 9.469E+001, 1.037E+002, 2.200E+001
 3.500E+002, 8.533E+001, 7.778E+001, 7.967E+001, 7.335E+000, 3.339E+000, 8.875E+001, 9.800E+001, 1.109E+002, 2.200E+001
 3.600E+002, 8.395E+001, 7.782E+001, 8.170E+001, 7.392E+000, 3.250E+000, 9.091E+001, 1.003E+002, 1.124E+002, 2.200E+001
 3.700E+002, 8.586E+001, 7.783E+001, 1.040E+002, 7.120E+000, 3.543E+000, 9.367E+001, 1.035E+002, 1.177E+002, 2.200E+001
 3.800E+002, 7.633E+001, 7.736E+001, 8.718E+001, 6.746E+000, 3.253E+000, 9.526E+001, 1.048E+002, 1.143E+002, 2.200E+001
 3.900E+002, 8.621E+001, 7.726E+001, 6.635E+001, 7.392E+000, 3.369E+000, 9.647E+001, 1.054E+002, 1.115E+002, 2.200E+001
 4.000E+002, 8.618E+001, 7.762E+001, 7.962E+001, 6.982E+000, 3.408E+000, 9.895E+001, 1.082E+002, 1.188E+002, 2.200E+001
 4.100E+002, 7.903E+001, 7.256E+001, 7.680E+001, 7.503E+000, 3.534E+000, 1.006E+002, 1.096E+002, 1.184E+002, 2.200E+001
 4.200E+002, 7.972E+001, 7.515E+001, 7.965E+001, 7.191E+000, 3.527E+000, 1.025E+002, 1.116E+002, 1.204E+002, 2.400E+001
 4.300E+002, 7.919E+001, 7.368E+001, 8.737E+001, 6.660E+000, 3.468E+000, 1.035E+002, 1.118E+002, 1.161E+002, 2.400E+001
 4.400E+002, 8.216E+001, 7.326E+001, 7.738E+001, 7.372E+000, 3.265E+000, 1.049E+002, 1.130E+002, 1.189E+002, 2.400E+001
 4.500E+002, 7.974E+001, 7.140E+001, 7.584E+001, 7.316E+000, 3.875E+000, 1.069E+002, 1.151E+002, 1.233E+002, 2.400E+001
 4.600E+002, 7.967E+001, 7.280E+001, 7.759E+001, 7.613E+000, 3.444E+000, 1.084E+002, 1.164E+002, 1.236E+002, 2.400E+001
 4.700E+002, 7.513E+001, 7.066E+001, 9.575E+001, 7.357E+000, 3.278E+000, 1.095E+002, 1.170E+002, 1.213E+002, 2.400E+001
 4.800E+002, 6.837E+001, 6.916E+001, 1.017E+002, 6.231E+000, 2.935E+000, 1.100E+002, 1.168E+002, 1.180E+002, 2.400E+001
 4.900E+002, 7.274E+001, 6.882E+001, 8.176E+001, 6.462E+000, 3.200E+000, 1.105E+002, 1.168E+002, 1.171E+002, 2.400E+001
 5.000E+002, 8.107E+001, 7.293E+001, 6.952E+001, 6.899E+000, 3.743E+000, 1.114E+002, 1.173E+002, 1.194E+002, 2.400E+001
 5.100E+002, 8.613E+001, 7.361E+001, 9.816E+001, 7.170E+000, 3.668E+000, 1.127E+002, 1.186E+002, 1.232E+002, 2.400E+001
 5.200E+002, 9.034E+001, 7.506E+001, 7.810E+001, 7.400E+000, 3.583E+000, 1.137E+002, 1.195E+002, 1.240E+002, 2.400E+001
 5.300E+002, 7.384E+001, 7.082E+001, 6.969E+001, 7.167E+000, 3.349E+000, 1.141E+002, 1.193E+002, 1.203E+002, 2.400E+001
 5.400E+002, 7.593E+001, 6.746E+001, 7.532E+001, 7.246E+000, 3.379E+000, 1.144E+002, 1.189E+002, 1.185E+002, 2.400E+001
 5.500E+002, 7.702E+001, 7.172E+001, 8.782E+001, 6.752E+000, 3.603E+000, 1.152E+002, 1.196E+002, 1.211E+002, 2.400E+001
 5.600E+002, 7.716E+001, 7.153E+001, 8.058E+001, 6.355E+000, 3.414E+000, 1.153E+002, 1.191E+002, 1.185E+002, 2.400E+001
 5.700E+002, 8.077E+001, 7.514E+001, 7.518E+001, 6.990E+000, 3.755E+000, 1.158E+002, 1.195E+002, 1.202E+002, 2.400E+001
 5.800E+002, 7.089E+001, 7.037E+001, 8.387E+001, 6.515E+000, 3.403E+000, 1.161E+002, 1.194E+002, 1.194E+002, 2.400E+001
 5.900E+002, 7.110E+001, 6.732E+001, 7.481E+001, 7.297E+000, 3.385E+000, 1.156E+002, 1.181E+002, 1.145E+002, 2.400E+001
 6.000E+002, 8.091E+001, 7.337E+001, 6.927E+001, 7.269E+000, 3.671E+000, 1.159E+002, 1.183E+002, 1.176E+002, 2.400E+001
