s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.618E+002, 9.389E+001, 5.611E+001, 8.473E+000, 7.172E+000, 3.484E+002, 3.644E+002, 3.588E+002, 1.700E+001
 3.400E+002, 1.550E+002, 8.984E+001, 5.454E+001, 9.182E+000, 6.730E+000, 3.530E+002, 3.696E+002, 3.844E+002, 1.700E+001
 3.500E+002, 1.902E+002, 1.116E+002, 4.979E+001, 7.559E+000, 7.563E+000, 3.551E+002, 3.706E+002, 3.764E+002, 1.700E+001
 3.600E+002, 1.827E+002, 1.103E+002, 5.504E+001, 8.418E+000, 7.523E+000, 3.556E+002, 3.690E+002, 3.678E+002, 1.700E+001
 3.700E+002, 1.910E+002, 1.097E+002, 5.388E+001, 8.444E+000, 8.042E+000, 3.565E+002, 3.683E+002, 3.656E+002, 1.700E+001
 3.800E+002, 1.749E+002, 1.065E+002, 5.522E+001, 8.113E+000, 7.490E+000, 3.545E+002, 3.629E+002, 3.460E+002, 1.700E+001
 3.900E+002, 1.597E+002, 9.827E+001, 6.594E+001, 8.151E+000, 6.631E+000, 3.542E+002, 3.612E+002, 3.517E+002, 1.700E+001
 4.000E+002, 1.664E+002, 1.005E+002, 5.688E+001, 8.506E+000, 7.102E+000, 3.600E+002, 3.699E+002, 3.905E+002, 1.700E+001
 4.100E+002, 2.006E+002, 1.218E+002, 5.621E+001, 8.706E+000, 8.160E+000, 3.583E+002, 3.653E+002, 3.583E+002, 1.700E+001
 4.200E+002, 1.809E+002, 1.134E+002, 5.759E+001, 7.436E+000, 7.641E+000, 3.537E+002, 3.564E+002, 3.285E+002, 1.700E+001
 4.300E+002, 1.917E+002, 1.108E+002, 5.248E+001, 7.324E+000, 7.287E+000, 3.494E+002, 3.488E+002, 3.163E+002, 1.700E+001
 4.400E+002, 1.736E+002, 1.064E+002, 5.169E+001, 7.987E+000, 7.308E+000, 3.487E+002, 3.477E+002, 3.319E+002, 1.800E+001
 4.500E+002, 1.757E+002, 1.093E+002, 5.573E+001, 8.421E+000, 6.905E+000, 3.481E+002, 3.469E+002, 3.387E+002, 1.800E+001
 4.600E+002, 1.520E+002, 9.096E+001, 5.727E+001, 9.023E+000, 6.618E+000, 3.526E+002, 3.546E+002, 3.732E+002, 1.800E+001
 4.700E+002, 1.772E+002, 1.101E+002, 3.980E+001, 7.669E+000, 7.074E+000, 3.539E+002, 3.566E+002, 3.685E+002, 1.900E+001
 4.800E+002, 1.703E+002, 1.032E+002, 5.142E+001, 7.705E+000, 7.214E+000, 3.545E+002, 3.572E+002, 3.629E+002, 1.900E+001
 4.900E+002, 1.603E+002, 1.009E+002, 6.123E+001, 8.608E+000, 7.350E+000, 3.534E+002, 3.549E+002, 3.508E+002, 1.900E+001
 5.000E+002, 1.842E+002, 1.102E+002, 5.924E+001, 8.665E+000, 7.998E+000, 3.544E+002, 3.563E+002, 3.603E+002, 1.900E+001
 5.100E+002, 1.861E+002, 1.161E+002, 6.318E+001, 7.416E+000, 7.575E+000, 3.531E+002, 3.538E+002, 3.460E+002, 1.900E+001
 5.200E+002, 1.881E+002, 1.129E+002, 5.406E+001, 7.510E+000, 7.290E+000, 3.467E+002, 3.428E+002, 3.085E+002, 1.900E+001
 5.300E+002, 2.032E+002, 1.232E+002, 5.474E+001, 7.133E+000, 7.620E+000, 3.421E+002, 3.356E+002, 3.013E+002, 1.900E+001
 5.400E+002, 1.877E+002, 1.150E+002, 5.425E+001, 7.938E+000, 7.224E+000, 3.420E+002, 3.365E+002, 3.252E+002, 1.900E+001
 5.500E+002, 1.772E+002, 1.164E+002, 5.708E+001, 7.859E+000, 6.798E+000, 3.436E+002, 3.400E+002, 3.466E+002, 1.900E+001
 5.600E+002, 1.562E+002, 1.029E+002, 5.008E+001, 8.261E+000, 6.502E+000, 3.517E+002, 3.544E+002, 3.967E+002, 1.900E+001
 5.700E+002, 1.863E+002, 1.111E+002, 4.117E+001, 7.684E+000, 7.470E+000, 3.524E+002, 3.550E+002, 3.712E+002, 1.900E+001
 5.800E+002, 1.977E+002, 1.179E+002, 4.119E+001, 7.571E+000, 7.315E+000, 3.485E+002, 3.480E+002, 3.348E+002, 1.900E+001
 5.900E+002, 1.533E+002, 9.655E+001, 4.780E+001, 6.496E+000, 6.578E+000, 3.457E+002, 3.434E+002, 3.255E+002, 1.900E+001
 6.000E+002, 1.548E+002, 9.253E+001, 3.800E+001, 8.685E+000, 6.735E+000, 3.523E+002, 3.550E+002, 3.792E+002, 1.900E+001
