s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_087,TC_088,TC_089,TC_090,TC_094,TC_095,TC_096,TC_097,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 9.000E+001, 2.184E+002, 2.140E+002, 2.148E+002, 2.246E+002, 2.434E+002, 2.718E+002, 2.882E+002, 3.288E+002, 3.735E+002, 1.847E+001, 8.421E+001, 1.209E+002, 1.126E+002, 9.078E+001, 6.477E+001, 4.519E+001, 3.615E+001, 3.519E+001, 3.481E+001, 3.531E+001, 1.842E+001, 8.792E+001, 9.000E+001, 6.462E+001, 3.588E+001, 3.048E+001, 3.090E+001, 3.183E+001, 3.280E+001, 3.461E+001, 3.542E+001, 1.816E+001, 4.661E+001, 5.212E+001, 3.548E+001, 2.214E+001, 2.153E+001, 2.037E+001, 1.976E+001, 1.970E+001, 1.975E+001, 2.000E+001, 2.095E+002, 2.255E+002, 2.526E+002, 2.577E+002, 2.841E+002, 2.810E+002, 2.628E+002, 9.760E+001, 9.739E+001, 9.020E+001, 9.550E+001, 1.019E+002, 1.352E+002, 9.558E+001, 1.207E+002, 1.088E+002, 1.311E+002, 9.161E+001, 1.052E+002, 9.021E+001, 1.002E+002, 9.463E+001, 7.935E+001, 1.324E+002, 1.291E+002, 9.403E+001, 9.623E+001, 8.499E+001, 1.324E+002, 6.896E+001, 6.776E+001, 6.883E+001, 6.780E+001, 5.135E+001, 5.778E+001, 5.764E+001, 5.491E+001, 2.064E-001, 3.924E-004, 2.522E-008, 1.664E-001, 1.880E-002, 5.773E-005, 4.000E+000
 1.000E+002, 2.433E+002, 2.467E+002, 2.652E+002, 2.911E+002, 3.217E+002, 3.606E+002, 3.819E+002, 4.338E+002, 4.989E+002, 1.883E+001, 8.295E+001, 1.129E+002, 1.005E+002, 7.757E+001, 5.803E+001, 4.428E+001, 3.639E+001, 3.534E+001, 3.468E+001, 3.548E+001, 1.874E+001, 8.323E+001, 9.371E+001, 7.238E+001, 4.354E+001, 3.633E+001, 3.095E+001, 2.925E+001, 2.906E+001, 2.910E+001, 2.963E+001, 1.828E+001, 4.506E+001, 4.739E+001, 3.047E+001, 2.137E+001, 2.071E+001, 1.990E+001, 1.940E+001, 1.938E+001, 1.937E+001, 1.953E+001, 2.138E+002, 2.301E+002, 2.484E+002, 2.495E+002, 2.503E+002, 2.446E+002, 2.222E+002, 9.409E+001, 9.162E+001, 9.543E+001, 8.391E+001, 9.725E+001, 1.088E+002, 9.156E+001, 1.043E+002, 9.334E+001, 1.078E+002, 9.892E+001, 1.042E+002, 8.971E+001, 9.996E+001, 9.598E+001, 9.413E+001, 1.212E+002, 1.144E+002, 9.718E+001, 9.868E+001, 9.098E+001, 1.154E+002, 7.114E+001, 7.211E+001, 7.414E+001, 6.615E+001, 5.250E+001, 6.018E+001, 5.836E+001, 5.421E+001, 2.066E-001, 3.907E-004, 1.919E-008, 1.604E-001, 2.090E-002, 6.435E-005, 4.000E+000
 1.100E+002, 1.838E+002, 1.797E+002, 1.817E+002, 1.914E+002, 2.045E+002, 2.239E+002, 2.356E+002, 2.675E+002, 3.115E+002, 1.930E+001, 8.709E+001, 1.006E+002, 7.642E+001, 4.807E+001, 3.804E+001, 3.259E+001, 3.131E+001, 3.125E+001, 3.240E+001, 3.489E+001, 1.917E+001, 8.082E+001, 9.056E+001, 7.476E+001, 5.298E+001, 4.451E+001, 3.435E+001, 2.817E+001, 2.703E+001, 2.653E+001, 2.715E+001, 1.845E+001, 4.492E+001, 5.201E+001, 3.240E+001, 2.073E+001, 1.995E+001, 1.934E+001, 1.914E+001, 1.913E+001, 1.917E+001, 1.929E+001, 2.124E+002, 2.160E+002, 2.130E+002, 2.105E+002, 1.946E+002, 1.844E+002, 1.708E+002, 8.651E+001, 8.455E+001, 9.403E+001, 8.562E+001, 9.308E+001, 8.368E+001, 1.078E+002, 9.423E+001, 9.460E+001, 8.576E+001, 1.074E+002, 9.665E+001, 8.378E+001, 9.163E+001, 9.427E+001, 9.236E+001, 1.108E+002, 1.072E+002, 8.602E+001, 9.415E+001, 8.856E+001, 1.197E+002, 6.825E+001, 6.634E+001, 7.648E+001, 7.154E+001, 5.775E+001, 5.965E+001, 6.359E+001, 6.119E+001, 2.064E-001, 3.897E-004, 1.698E-008, 1.697E-001, 1.598E-002, 4.890E-005, 4.000E+000
 1.200E+002, 1.527E+002, 1.444E+002, 1.414E+002, 1.511E+002, 1.684E+002, 1.901E+002, 2.026E+002, 2.303E+002, 2.667E+002, 1.986E+001, 9.220E+001, 9.599E+001, 6.892E+001, 3.338E+001, 2.969E+001, 3.006E+001, 3.116E+001, 3.256E+001, 3.480E+001, 3.807E+001, 1.970E+001, 8.110E+001, 9.228E+001, 7.254E+001, 4.343E+001, 3.359E+001, 2.839E+001, 2.659E+001, 2.616E+001, 2.654E+001, 2.771E+001, 1.866E+001, 4.424E+001, 5.114E+001, 3.220E+001, 2.029E+001, 1.934E+001, 1.911E+001, 1.913E+001, 1.918E+001, 1.911E+001, 1.926E+001, 2.033E+002, 2.035E+002, 1.944E+002, 1.873E+002, 1.706E+002, 1.611E+002, 1.505E+002, 7.252E+001, 7.770E+001, 9.583E+001, 8.766E+001, 9.284E+001, 7.374E+001, 1.134E+002, 9.231E+001, 9.627E+001, 8.269E+001, 9.977E+001, 8.985E+001, 7.616E+001, 7.892E+001, 8.762E+001, 8.053E+001, 9.846E+001, 1.015E+002, 7.337E+001, 9.078E+001, 8.291E+001, 1.205E+002, 5.743E+001, 5.189E+001, 6.456E+001, 6.349E+001, 4.833E+001, 4.633E+001, 5.461E+001, 5.486E+001, 2.058E-001, 3.957E-004, 3.947E-008, 1.728E-001, 1.447E-002, 4.417E-005, 4.000E+000
 1.300E+002, 1.695E+002, 1.656E+002, 1.649E+002, 1.707E+002, 1.816E+002, 1.961E+002, 2.053E+002, 2.271E+002, 2.540E+002, 2.049E+001, 9.067E+001, 9.271E+001, 6.799E+001, 3.403E+001, 3.298E+001, 3.141E+001, 3.231E+001, 3.293E+001, 3.497E+001, 3.713E+001, 2.030E+001, 7.963E+001, 9.019E+001, 7.073E+001, 5.030E+001, 4.149E+001, 3.176E+001, 2.880E+001, 2.827E+001, 2.791E+001, 2.847E+001, 1.890E+001, 4.467E+001, 5.035E+001, 3.280E+001, 2.109E+001, 1.924E+001, 1.913E+001, 1.910E+001, 1.911E+001, 1.914E+001, 1.924E+001, 1.894E+002, 1.918E+002, 1.897E+002, 1.866E+002, 1.752E+002, 1.657E+002, 1.550E+002, 7.510E+001, 8.042E+001, 9.560E+001, 8.547E+001, 8.777E+001, 7.640E+001, 1.019E+002, 8.918E+001, 9.641E+001, 8.250E+001, 1.014E+002, 8.589E+001, 8.014E+001, 8.737E+001, 9.154E+001, 8.010E+001, 9.259E+001, 1.011E+002, 8.046E+001, 9.599E+001, 8.282E+001, 1.081E+002, 6.509E+001, 5.837E+001, 6.825E+001, 6.206E+001, 5.172E+001, 5.133E+001, 5.776E+001, 5.478E+001, 2.062E-001, 3.946E-004, 3.334E-008, 1.712E-001, 1.540E-002, 4.710E-005, 4.000E+000
 1.400E+002, 1.563E+002, 1.534E+002, 1.509E+002, 1.539E+002, 1.584E+002, 1.638E+002, 1.700E+002, 1.923E+002, 2.337E+002, 2.116E+001, 8.727E+001, 8.685E+001, 7.056E+001, 3.860E+001, 2.846E+001, 2.797E+001, 2.890E+001, 2.932E+001, 3.074E+001, 3.289E+001, 2.094E+001, 8.830E+001, 9.580E+001, 7.433E+001, 5.354E+001, 3.875E+001, 2.974E+001, 2.854E+001, 2.921E+001, 3.105E+001, 3.304E+001, 1.917E+001, 4.459E+001, 4.837E+001, 3.192E+001, 2.115E+001, 1.916E+001, 1.899E+001, 1.894E+001, 1.892E+001, 1.895E+001, 1.901E+001, 1.668E+002, 1.699E+002, 1.732E+002, 1.716E+002, 1.680E+002, 1.600E+002, 1.488E+002, 7.575E+001, 9.789E+001, 9.221E+001, 7.222E+001, 8.145E+001, 9.065E+001, 9.392E+001, 7.982E+001, 8.222E+001, 8.120E+001, 8.987E+001, 8.637E+001, 7.908E+001, 7.843E+001, 8.414E+001, 7.504E+001, 9.327E+001, 9.573E+001, 8.178E+001, 8.715E+001, 8.556E+001, 8.681E+001, 6.629E+001, 6.512E+001, 6.579E+001, 5.985E+001, 5.284E+001, 5.297E+001, 5.233E+001, 4.558E+001, 2.064E-001, 3.906E-004, 1.995E-008, 1.760E-001, 1.394E-002, 4.250E-005, 4.000E+000
 1.500E+002, 1.879E+002, 1.883E+002, 1.928E+002, 2.117E+002, 2.367E+002, 2.666E+002, 2.857E+002, 3.337E+002, 3.898E+002, 2.187E+001, 8.377E+001, 8.128E+001, 6.420E+001, 3.624E+001, 2.772E+001, 2.625E+001, 2.721E+001, 2.766E+001, 2.927E+001, 3.150E+001, 2.161E+001, 9.301E+001, 1.019E+002, 7.862E+001, 5.250E+001, 4.223E+001, 3.244E+001, 2.964E+001, 2.983E+001, 3.150E+001, 3.388E+001, 1.945E+001, 4.525E+001, 5.213E+001, 3.257E+001, 2.072E+001, 1.936E+001, 1.900E+001, 1.898E+001, 1.902E+001, 1.915E+001, 1.934E+001, 1.953E+002, 2.042E+002, 2.142E+002, 2.123E+002, 2.049E+002, 1.904E+002, 1.766E+002, 7.626E+001, 1.021E+002, 1.004E+002, 7.041E+001, 8.493E+001, 9.902E+001, 1.002E+002, 7.320E+001, 8.597E+001, 9.029E+001, 9.769E+001, 8.093E+001, 7.996E+001, 9.239E+001, 1.001E+002, 8.703E+001, 9.427E+001, 1.036E+002, 8.896E+001, 8.995E+001, 9.695E+001, 8.684E+001, 7.882E+001, 7.609E+001, 7.149E+001, 7.668E+001, 6.435E+001, 6.463E+001, 5.229E+001, 6.003E+001, 2.063E-001, 3.861E-004, 6.040E-009, 1.690E-001, 1.768E-002, 5.424E-005, 4.000E+000
 1.600E+002, 2.080E+002, 2.057E+002, 2.098E+002, 2.291E+002, 2.560E+002, 2.838E+002, 2.986E+002, 3.292E+002, 3.659E+002, 2.261E+001, 8.954E+001, 9.372E+001, 7.501E+001, 4.735E+001, 3.328E+001, 2.870E+001, 2.931E+001, 3.021E+001, 3.213E+001, 3.430E+001, 2.230E+001, 8.997E+001, 9.786E+001, 7.455E+001, 4.409E+001, 3.438E+001, 3.161E+001, 2.920E+001, 2.881E+001, 2.904E+001, 2.982E+001, 1.974E+001, 4.632E+001, 4.999E+001, 2.957E+001, 2.020E+001, 1.953E+001, 1.925E+001, 1.920E+001, 1.924E+001, 1.924E+001, 1.938E+001, 2.330E+002, 2.408E+002, 2.406E+002, 2.334E+002, 2.126E+002, 1.984E+002, 1.803E+002, 7.517E+001, 9.406E+001, 9.402E+001, 8.272E+001, 9.813E+001, 8.727E+001, 1.083E+002, 9.357E+001, 1.010E+002, 8.760E+001, 1.192E+002, 9.120E+001, 8.660E+001, 9.259E+001, 1.026E+002, 9.164E+001, 1.024E+002, 1.133E+002, 8.795E+001, 9.344E+001, 1.010E+002, 1.130E+002, 7.308E+001, 7.308E+001, 8.241E+001, 8.081E+001, 6.217E+001, 6.292E+001, 5.684E+001, 6.138E+001, 2.062E-001, 3.920E-004, 2.513E-008, 1.680E-001, 1.687E-002, 5.170E-005, 4.000E+000
 1.700E+002, 1.438E+002, 1.314E+002, 1.227E+002, 1.222E+002, 1.264E+002, 1.330E+002, 1.397E+002, 1.575E+002, 1.916E+002, 2.334E+001, 8.979E+001, 8.504E+001, 7.400E+001, 3.815E+001, 3.127E+001, 3.160E+001, 3.256E+001, 3.383E+001, 3.562E+001, 3.761E+001, 2.299E+001, 8.268E+001, 9.384E+001, 8.009E+001, 5.850E+001, 4.490E+001, 3.928E+001, 3.566E+001, 3.399E+001, 3.144E+001, 3.063E+001, 2.003E+001, 4.648E+001, 4.993E+001, 3.017E+001, 2.001E+001, 1.963E+001, 1.931E+001, 1.910E+001, 1.913E+001, 1.909E+001, 1.923E+001, 1.806E+002, 1.806E+002, 1.750E+002, 1.712E+002, 1.600E+002, 1.537E+002, 1.401E+002, 7.837E+001, 8.414E+001, 9.422E+001, 7.998E+001, 8.464E+001, 8.257E+001, 9.038E+001, 7.629E+001, 8.219E+001, 8.385E+001, 1.178E+002, 8.716E+001, 7.871E+001, 9.423E+001, 9.574E+001, 8.601E+001, 9.580E+001, 8.497E+001, 8.571E+001, 9.858E+001, 8.954E+001, 1.034E+002, 6.696E+001, 6.864E+001, 7.542E+001, 7.129E+001, 5.454E+001, 5.645E+001, 6.330E+001, 5.779E+001, 2.057E-001, 3.890E-004, 1.884E-008, 1.738E-001, 1.415E-002, 4.316E-005, 4.000E+000
 1.800E+002, 1.641E+002, 1.597E+002, 1.622E+002, 1.716E+002, 1.863E+002, 2.084E+002, 2.223E+002, 2.573E+002, 3.074E+002, 2.407E+001, 8.915E+001, 8.582E+001, 6.764E+001, 3.291E+001, 2.723E+001, 2.827E+001, 3.014E+001, 3.109E+001, 3.175E+001, 3.386E+001, 2.369E+001, 8.034E+001, 8.714E+001, 7.292E+001, 5.751E+001, 4.668E+001, 4.101E+001, 3.806E+001, 3.725E+001, 3.646E+001, 3.567E+001, 2.033E+001, 4.707E+001, 4.934E+001, 3.045E+001, 2.049E+001, 1.969E+001, 1.939E+001, 1.929E+001, 1.934E+001, 1.937E+001, 1.957E+001, 1.868E+002, 1.903E+002, 1.894E+002, 1.876E+002, 1.793E+002, 1.710E+002, 1.584E+002, 8.024E+001, 8.129E+001, 8.895E+001, 8.516E+001, 8.909E+001, 7.743E+001, 1.005E+002, 8.283E+001, 8.950E+001, 9.364E+001, 9.497E+001, 8.031E+001, 8.096E+001, 8.997E+001, 9.341E+001, 6.856E+001, 9.834E+001, 8.866E+001, 8.450E+001, 1.009E+002, 7.798E+001, 1.046E+002, 5.474E+001, 7.228E+001, 7.074E+001, 6.550E+001, 4.630E+001, 5.447E+001, 6.003E+001, 5.435E+001, 2.056E-001, 3.989E-004, 5.039E-008, 1.701E-001, 1.637E-002, 5.012E-005, 4.000E+000
 1.900E+002, 2.107E+002, 2.066E+002, 2.108E+002, 2.244E+002, 2.490E+002, 2.793E+002, 2.981E+002, 3.424E+002, 3.975E+002, 2.479E+001, 9.273E+001, 1.051E+002, 9.173E+001, 5.687E+001, 3.746E+001, 2.983E+001, 2.818E+001, 2.873E+001, 3.030E+001, 3.260E+001, 2.439E+001, 8.064E+001, 9.105E+001, 7.290E+001, 5.465E+001, 4.462E+001, 3.856E+001, 3.569E+001, 3.496E+001, 3.401E+001, 3.325E+001, 2.062E+001, 4.622E+001, 4.809E+001, 3.128E+001, 2.026E+001, 1.990E+001, 1.972E+001, 1.962E+001, 1.958E+001, 1.958E+001, 1.978E+001, 2.211E+002, 2.290E+002, 2.348E+002, 2.330E+002, 2.230E+002, 2.082E+002, 1.926E+002, 8.240E+001, 8.194E+001, 9.176E+001, 9.498E+001, 1.061E+002, 8.790E+001, 1.021E+002, 1.023E+002, 9.816E+001, 9.443E+001, 9.933E+001, 9.098E+001, 7.618E+001, 9.196E+001, 9.297E+001, 7.695E+001, 1.167E+002, 9.530E+001, 8.449E+001, 9.664E+001, 8.616E+001, 1.196E+002, 5.674E+001, 6.516E+001, 6.276E+001, 6.310E+001, 4.591E+001, 4.999E+001, 4.737E+001, 4.809E+001, 2.070E-001, 3.860E-004, 1.980E-009, 1.640E-001, 1.968E-002, 6.049E-005, 4.000E+000
 2.000E+002, 1.846E+002, 1.820E+002, 1.888E+002, 2.053E+002, 2.282E+002, 2.582E+002, 2.749E+002, 3.179E+002, 3.667E+002, 2.549E+001, 8.844E+001, 9.688E+001, 8.679E+001, 5.915E+001, 4.399E+001, 3.636E+001, 3.050E+001, 2.903E+001, 2.991E+001, 3.231E+001, 2.507E+001, 8.579E+001, 9.395E+001, 7.412E+001, 5.547E+001, 4.515E+001, 3.980E+001, 3.692E+001, 3.530E+001, 3.401E+001, 3.344E+001, 2.091E+001, 4.692E+001, 4.767E+001, 3.088E+001, 2.073E+001, 2.006E+001, 1.988E+001, 1.958E+001, 1.941E+001, 1.924E+001, 1.937E+001, 1.983E+002, 2.082E+002, 2.158E+002, 2.141E+002, 2.058E+002, 1.970E+002, 1.851E+002, 8.125E+001, 9.075E+001, 9.871E+001, 9.177E+001, 8.661E+001, 8.866E+001, 1.029E+002, 9.532E+001, 9.963E+001, 9.358E+001, 9.280E+001, 8.953E+001, 8.237E+001, 8.722E+001, 8.509E+001, 7.645E+001, 9.506E+001, 1.070E+002, 8.601E+001, 8.602E+001, 8.502E+001, 1.105E+002, 5.628E+001, 5.765E+001, 6.711E+001, 6.054E+001, 3.950E+001, 5.002E+001, 5.253E+001, 5.391E+001, 2.070E-001, 3.854E-004, 6.668E-011, 1.705E-001, 1.649E-002, 5.049E-005, 4.000E+000
 2.100E+002, 1.850E+002, 1.836E+002, 1.877E+002, 2.008E+002, 2.264E+002, 2.570E+002, 2.744E+002, 3.150E+002, 3.681E+002, 2.617E+001, 8.861E+001, 9.249E+001, 8.028E+001, 5.123E+001, 4.100E+001, 3.161E+001, 2.909E+001, 2.869E+001, 3.039E+001, 3.314E+001, 2.572E+001, 8.707E+001, 8.325E+001, 6.086E+001, 4.188E+001, 3.266E+001, 3.036E+001, 2.992E+001, 2.991E+001, 3.095E+001, 3.198E+001, 2.120E+001, 4.642E+001, 4.275E+001, 2.837E+001, 2.118E+001, 2.028E+001, 1.978E+001, 1.933E+001, 1.936E+001, 1.949E+001, 1.975E+001, 2.020E+002, 2.115E+002, 2.153E+002, 2.123E+002, 2.013E+002, 1.925E+002, 1.807E+002, 7.938E+001, 8.738E+001, 8.966E+001, 7.721E+001, 8.468E+001, 9.328E+001, 1.013E+002, 8.846E+001, 9.769E+001, 8.972E+001, 9.987E+001, 9.759E+001, 8.637E+001, 8.170E+001, 8.584E+001, 9.149E+001, 9.113E+001, 1.142E+002, 8.762E+001, 8.425E+001, 9.168E+001, 1.026E+002, 6.239E+001, 5.935E+001, 6.856E+001, 6.911E+001, 4.626E+001, 4.889E+001, 5.745E+001, 5.736E+001, 2.071E-001, 3.856E-004, 7.868E-012, 1.691E-001, 1.698E-002, 5.204E-005, 4.000E+000
 2.200E+002, 1.930E+002, 1.916E+002, 1.997E+002, 2.191E+002, 2.544E+002, 3.024E+002, 3.324E+002, 3.972E+002, 4.700E+002, 2.683E+001, 8.813E+001, 9.594E+001, 7.874E+001, 4.612E+001, 2.829E+001, 2.661E+001, 2.723E+001, 2.767E+001, 2.931E+001, 3.150E+001, 2.635E+001, 8.970E+001, 8.813E+001, 6.354E+001, 4.556E+001, 3.347E+001, 3.124E+001, 2.977E+001, 2.988E+001, 3.063E+001, 3.219E+001, 2.148E+001, 4.840E+001, 4.844E+001, 2.637E+001, 2.077E+001, 2.032E+001, 2.016E+001, 2.002E+001, 2.000E+001, 2.011E+001, 2.032E+001, 1.927E+002, 2.050E+002, 2.107E+002, 2.093E+002, 2.088E+002, 1.990E+002, 1.856E+002, 7.875E+001, 9.314E+001, 8.727E+001, 7.453E+001, 8.555E+001, 9.841E+001, 9.783E+001, 8.408E+001, 9.941E+001, 9.457E+001, 9.774E+001, 8.924E+001, 9.376E+001, 9.033E+001, 9.085E+001, 8.366E+001, 9.451E+001, 1.140E+002, 9.464E+001, 8.940E+001, 9.206E+001, 9.407E+001, 6.954E+001, 6.858E+001, 7.321E+001, 7.220E+001, 5.456E+001, 6.079E+001, 6.347E+001, 6.088E+001, 2.068E-001, 3.850E-004, 6.807E-011, 1.693E-001, 1.718E-002, 5.267E-005, 4.000E+000
 2.300E+002, 2.142E+002, 2.153E+002, 2.303E+002, 2.544E+002, 2.830E+002, 3.132E+002, 3.286E+002, 3.630E+002, 3.989E+002, 2.746E+001, 9.186E+001, 1.046E+002, 8.712E+001, 4.552E+001, 3.005E+001, 2.712E+001, 2.777E+001, 2.869E+001, 3.067E+001, 3.266E+001, 2.695E+001, 9.193E+001, 8.783E+001, 6.182E+001, 3.724E+001, 3.192E+001, 2.993E+001, 2.859E+001, 2.864E+001, 2.919E+001, 3.068E+001, 2.175E+001, 4.549E+001, 3.487E+001, 2.365E+001, 2.149E+001, 2.149E+001, 2.150E+001, 2.142E+001, 2.134E+001, 2.112E+001, 2.089E+001, 2.220E+002, 2.350E+002, 2.364E+002, 2.322E+002, 2.190E+002, 2.054E+002, 1.898E+002, 7.053E+001, 9.455E+001, 9.018E+001, 8.071E+001, 9.194E+001, 9.576E+001, 1.064E+002, 9.299E+001, 1.053E+002, 9.092E+001, 1.048E+002, 9.810E+001, 9.264E+001, 8.339E+001, 9.028E+001, 9.002E+001, 9.399E+001, 1.196E+002, 8.853E+001, 9.205E+001, 1.030E+002, 1.061E+002, 6.599E+001, 6.950E+001, 7.406E+001, 7.729E+001, 5.230E+001, 6.243E+001, 6.398E+001, 6.438E+001, 2.062E-001, 3.853E-004, 4.774E-009, 1.672E-001, 1.785E-002, 5.477E-005, 4.000E+000
 2.400E+002, 1.805E+002, 1.798E+002, 1.883E+002, 2.060E+002, 2.296E+002, 2.562E+002, 2.705E+002, 3.043E+002, 3.444E+002, 2.807E+001, 9.398E+001, 1.022E+002, 8.409E+001, 4.676E+001, 2.818E+001, 2.880E+001, 3.020E+001, 3.013E+001, 3.128E+001, 3.356E+001, 2.753E+001, 8.931E+001, 8.453E+001, 6.777E+001, 4.172E+001, 3.143E+001, 3.052E+001, 2.871E+001, 2.815E+001, 2.849E+001, 2.975E+001, 2.202E+001, 4.502E+001, 3.241E+001, 2.239E+001, 2.118E+001, 2.092E+001, 2.077E+001, 2.077E+001, 2.081E+001, 2.086E+001, 2.095E+001, 1.923E+002, 1.997E+002, 2.007E+002, 1.975E+002, 1.896E+002, 1.815E+002, 1.707E+002, 7.574E+001, 8.907E+001, 8.720E+001, 7.439E+001, 8.849E+001, 8.754E+001, 9.571E+001, 8.845E+001, 1.004E+002, 8.571E+001, 9.787E+001, 9.433E+001, 8.376E+001, 8.339E+001, 9.360E+001, 8.724E+001, 9.143E+001, 1.120E+002, 8.279E+001, 8.892E+001, 8.900E+001, 9.992E+001, 6.784E+001, 7.399E+001, 7.829E+001, 7.195E+001, 5.512E+001, 6.604E+001, 6.955E+001, 6.387E+001, 2.063E-001, 3.844E-004, 7.868E-010, 1.725E-001, 1.570E-002, 4.801E-005, 4.000E+000
 2.500E+002, 1.814E+002, 1.774E+002, 1.796E+002, 1.875E+002, 1.999E+002, 2.133E+002, 2.220E+002, 2.406E+002, 2.626E+002, 2.865E+001, 8.936E+001, 9.708E+001, 8.258E+001, 5.687E+001, 3.879E+001, 3.447E+001, 3.175E+001, 3.108E+001, 3.198E+001, 3.437E+001, 2.808E+001, 8.470E+001, 8.408E+001, 6.412E+001, 3.926E+001, 2.826E+001, 2.617E+001, 2.558E+001, 2.547E+001, 2.553E+001, 2.613E+001, 2.228E+001, 4.561E+001, 3.436E+001, 2.431E+001, 2.162E+001, 2.151E+001, 2.152E+001, 2.151E+001, 2.151E+001, 2.151E+001, 2.138E+001, 1.783E+002, 1.911E+002, 2.004E+002, 2.030E+002, 2.100E+002, 2.055E+002, 1.961E+002, 8.716E+001, 8.374E+001, 8.447E+001, 7.505E+001, 9.996E+001, 8.896E+001, 8.667E+001, 8.564E+001, 9.819E+001, 9.916E+001, 9.696E+001, 9.263E+001, 8.263E+001, 9.985E+001, 9.539E+001, 8.885E+001, 1.149E+002, 1.077E+002, 8.555E+001, 9.588E+001, 8.968E+001, 1.017E+002, 6.009E+001, 7.448E+001, 7.468E+001, 6.847E+001, 6.092E+001, 6.418E+001, 6.644E+001, 6.163E+001, 2.064E-001, 3.846E-004, 1.069E-009, 1.711E-001, 1.566E-002, 4.791E-005, 4.000E+000
 2.600E+002, 1.275E+002, 1.130E+002, 9.702E+001, 9.448E+001, 9.843E+001, 1.066E+002, 1.108E+002, 1.250E+002, 1.503E+002, 2.921E+001, 8.378E+001, 9.072E+001, 8.408E+001, 7.079E+001, 5.861E+001, 4.487E+001, 3.741E+001, 3.456E+001, 3.015E+001, 2.983E+001, 2.862E+001, 8.198E+001, 8.625E+001, 6.982E+001, 4.779E+001, 3.987E+001, 3.553E+001, 3.315E+001, 3.225E+001, 3.031E+001, 2.926E+001, 2.252E+001, 4.729E+001, 4.342E+001, 2.717E+001, 2.125E+001, 2.084E+001, 2.054E+001, 2.008E+001, 1.995E+001, 2.005E+001, 2.012E+001, 1.475E+002, 1.558E+002, 1.673E+002, 1.712E+002, 1.822E+002, 1.887E+002, 1.929E+002, 8.613E+001, 8.804E+001, 7.956E+001, 8.122E+001, 1.033E+002, 9.372E+001, 7.911E+001, 8.025E+001, 1.053E+002, 1.058E+002, 7.505E+001, 7.915E+001, 8.455E+001, 8.889E+001, 8.904E+001, 7.369E+001, 1.203E+002, 1.282E+002, 8.740E+001, 8.851E+001, 7.928E+001, 9.973E+001, 6.365E+001, 7.085E+001, 6.784E+001, 6.260E+001, 5.596E+001, 6.258E+001, 6.332E+001, 5.753E+001, 2.069E-001, 3.852E-004, 2.555E-011, 1.777E-001, 1.236E-002, 3.755E-005, 4.000E+000
 2.700E+002, 1.509E+002, 1.401E+002, 1.328E+002, 1.407E+002, 1.583E+002, 1.807E+002, 1.932E+002, 2.216E+002, 2.592E+002, 2.975E+001, 8.467E+001, 9.601E+001, 9.160E+001, 8.138E+001, 6.978E+001, 5.775E+001, 4.793E+001, 4.295E+001, 3.352E+001, 3.039E+001, 2.914E+001, 8.085E+001, 8.610E+001, 7.374E+001, 5.317E+001, 4.468E+001, 3.837E+001, 3.612E+001, 3.476E+001, 3.210E+001, 3.063E+001, 2.276E+001, 4.452E+001, 3.172E+001, 2.329E+001, 2.140E+001, 2.131E+001, 2.117E+001, 2.105E+001, 2.103E+001, 2.116E+001, 2.134E+001, 1.675E+002, 1.727E+002, 1.801E+002, 1.804E+002, 1.813E+002, 1.810E+002, 1.804E+002, 8.743E+001, 8.568E+001, 8.075E+001, 7.504E+001, 9.375E+001, 9.903E+001, 8.066E+001, 8.377E+001, 8.570E+001, 9.278E+001, 8.740E+001, 8.486E+001, 7.413E+001, 8.878E+001, 9.459E+001, 7.507E+001, 1.125E+002, 1.041E+002, 8.061E+001, 9.545E+001, 8.459E+001, 1.006E+002, 5.919E+001, 6.818E+001, 7.159E+001, 7.023E+001, 5.152E+001, 5.675E+001, 5.932E+001, 5.535E+001, 2.066E-001, 3.847E-004, 6.583E-010, 1.741E-001, 1.480E-002, 4.519E-005, 4.000E+000
