s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_087,TC_088,TC_089,TC_090,TC_094,TC_095,TC_096,TC_097,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 2.800E+002, 1.867E+002, 1.810E+002, 1.807E+002, 1.892E+002, 2.044E+002, 2.283E+002, 2.410E+002, 2.715E+002, 3.125E+002, 3.025E+001, 8.773E+001, 1.004E+002, 9.317E+001, 6.987E+001, 5.277E+001, 4.123E+001, 3.292E+001, 3.051E+001, 2.914E+001, 3.007E+001, 2.964E+001, 8.251E+001, 9.363E+001, 7.942E+001, 5.737E+001, 4.584E+001, 3.894E+001, 3.464E+001, 3.362E+001, 3.260E+001, 3.306E+001, 2.298E+001, 4.504E+001, 3.858E+001, 2.661E+001, 2.081E+001, 2.062E+001, 2.053E+001, 2.057E+001, 2.061E+001, 2.073E+001, 2.079E+001, 1.885E+002, 1.976E+002, 2.107E+002, 2.142E+002, 2.129E+002, 2.037E+002, 1.905E+002, 8.546E+001, 9.262E+001, 8.613E+001, 9.192E+001, 8.384E+001, 1.031E+002, 9.363E+001, 9.476E+001, 9.364E+001, 9.676E+001, 9.096E+001, 8.842E+001, 7.762E+001, 9.761E+001, 9.093E+001, 7.581E+001, 1.074E+002, 1.062E+002, 8.491E+001, 9.750E+001, 8.788E+001, 1.092E+002, 6.809E+001, 7.562E+001, 7.427E+001, 6.597E+001, 5.721E+001, 6.291E+001, 6.238E+001, 5.633E+001, 2.065E-001, 3.848E-004, 1.133E-009, 1.688E-001, 1.693E-002, 5.189E-005, 4.000E+000
 2.900E+002, 1.734E+002, 1.699E+002, 1.725E+002, 1.860E+002, 2.056E+002, 2.298E+002, 2.435E+002, 2.794E+002, 3.216E+002, 3.073E+001, 8.880E+001, 1.026E+002, 8.764E+001, 6.242E+001, 4.301E+001, 3.498E+001, 3.137E+001, 2.895E+001, 2.809E+001, 2.950E+001, 3.011E+001, 9.104E+001, 9.235E+001, 7.030E+001, 5.036E+001, 4.231E+001, 3.913E+001, 3.570E+001, 3.528E+001, 3.646E+001, 3.839E+001, 2.320E+001, 4.581E+001, 4.253E+001, 2.852E+001, 2.235E+001, 2.039E+001, 2.028E+001, 2.027E+001, 2.025E+001, 2.022E+001, 2.007E+001, 1.728E+002, 1.884E+002, 1.964E+002, 2.005E+002, 2.013E+002, 1.979E+002, 1.882E+002, 8.978E+001, 1.031E+002, 9.269E+001, 8.386E+001, 9.191E+001, 1.104E+002, 9.910E+001, 9.308E+001, 9.392E+001, 9.457E+001, 8.345E+001, 9.262E+001, 7.889E+001, 8.868E+001, 7.988E+001, 8.115E+001, 1.069E+002, 1.047E+002, 8.330E+001, 8.753E+001, 8.546E+001, 1.063E+002, 6.396E+001, 6.857E+001, 6.632E+001, 5.978E+001, 5.458E+001, 5.972E+001, 5.727E+001, 4.951E+001, 2.069E-001, 3.875E-004, 7.173E-009, 1.732E-001, 1.489E-002, 4.549E-005, 4.000E+000
 3.000E+002, 1.392E+002, 1.315E+002, 1.227E+002, 1.227E+002, 1.264E+002, 1.346E+002, 1.387E+002, 1.527E+002, 1.718E+002, 3.118E+001, 9.106E+001, 8.976E+001, 6.867E+001, 3.646E+001, 2.895E+001, 2.794E+001, 2.863E+001, 2.890E+001, 2.983E+001, 3.177E+001, 3.054E+001, 1.029E+002, 1.040E+002, 8.078E+001, 4.830E+001, 3.376E+001, 3.262E+001, 3.333E+001, 3.422E+001, 3.718E+001, 3.981E+001, 2.340E+001, 4.554E+001, 3.868E+001, 2.692E+001, 2.166E+001, 2.031E+001, 2.001E+001, 1.974E+001, 1.965E+001, 1.960E+001, 1.951E+001, 1.685E+002, 1.764E+002, 1.789E+002, 1.799E+002, 1.741E+002, 1.695E+002, 1.629E+002, 8.586E+001, 1.088E+002, 1.088E+002, 8.012E+001, 8.428E+001, 1.020E+002, 1.188E+002, 8.391E+001, 8.448E+001, 8.179E+001, 8.665E+001, 8.704E+001, 7.849E+001, 8.202E+001, 8.440E+001, 7.980E+001, 9.316E+001, 9.646E+001, 8.761E+001, 7.635E+001, 9.142E+001, 9.785E+001, 6.795E+001, 7.336E+001, 7.140E+001, 6.936E+001, 5.759E+001, 6.560E+001, 6.211E+001, 5.971E+001, 2.069E-001, 3.855E-004, 1.382E-009, 1.757E-001, 1.373E-002, 4.185E-005, 4.000E+000
 3.100E+002, 1.530E+002, 1.456E+002, 1.379E+002, 1.386E+002, 1.458E+002, 1.576E+002, 1.642E+002, 1.849E+002, 2.130E+002, 3.160E+001, 8.694E+001, 8.417E+001, 6.867E+001, 3.735E+001, 3.251E+001, 3.254E+001, 3.007E+001, 2.929E+001, 2.976E+001, 3.150E+001, 3.095E+001, 1.029E+002, 9.420E+001, 7.071E+001, 4.272E+001, 3.245E+001, 3.188E+001, 3.324E+001, 3.392E+001, 3.475E+001, 3.476E+001, 2.359E+001, 4.781E+001, 4.494E+001, 2.758E+001, 2.061E+001, 1.976E+001, 1.942E+001, 1.920E+001, 1.922E+001, 1.917E+001, 1.933E+001, 1.622E+002, 1.788E+002, 1.923E+002, 1.979E+002, 2.052E+002, 2.052E+002, 1.944E+002, 7.948E+001, 1.018E+002, 1.050E+002, 8.536E+001, 8.773E+001, 1.165E+002, 1.028E+002, 7.794E+001, 8.939E+001, 9.433E+001, 8.436E+001, 7.136E+001, 8.894E+001, 9.172E+001, 7.759E+001, 7.142E+001, 1.020E+002, 1.055E+002, 9.498E+001, 7.963E+001, 8.154E+001, 8.920E+001, 7.618E+001, 7.484E+001, 7.219E+001, 6.640E+001, 5.965E+001, 6.558E+001, 6.496E+001, 6.060E+001, 2.068E-001, 3.852E-004, 8.316E-010, 1.761E-001, 1.379E-002, 4.202E-005, 5.000E+000
 3.200E+002, 1.807E+002, 1.772E+002, 1.828E+002, 1.983E+002, 2.194E+002, 2.467E+002, 2.650E+002, 3.139E+002, 3.686E+002, 3.199E+001, 8.881E+001, 9.958E+001, 7.966E+001, 4.721E+001, 3.406E+001, 3.134E+001, 2.894E+001, 2.813E+001, 2.850E+001, 3.009E+001, 3.134E+001, 9.857E+001, 8.840E+001, 6.604E+001, 4.138E+001, 3.500E+001, 3.324E+001, 3.266E+001, 3.250E+001, 3.236E+001, 3.222E+001, 2.376E+001, 4.579E+001, 3.479E+001, 2.369E+001, 2.074E+001, 2.054E+001, 2.049E+001, 2.053E+001, 2.060E+001, 2.076E+001, 2.100E+001, 1.772E+002, 1.894E+002, 2.010E+002, 2.031E+002, 2.074E+002, 2.016E+002, 1.855E+002, 8.060E+001, 7.012E+001, 9.530E+001, 7.804E+001, 8.766E+001, 1.070E+002, 9.759E+001, 8.809E+001, 8.879E+001, 9.552E+001, 8.429E+001, 8.926E+001, 8.728E+001, 9.117E+001, 8.325E+001, 8.787E+001, 1.089E+002, 1.032E+002, 9.232E+001, 8.237E+001, 8.891E+001, 9.839E+001, 7.295E+001, 7.445E+001, 6.768E+001, 7.162E+001, 6.229E+001, 6.274E+001, 6.034E+001, 5.808E+001, 2.068E-001, 3.850E-004, 7.098E-011, 1.680E-001, 1.757E-002, 5.387E-005, 5.000E+000
 3.300E+002, 1.622E+002, 1.491E+002, 1.409E+002, 1.405E+002, 1.482E+002, 1.572E+002, 1.633E+002, 1.773E+002, 1.951E+002, 3.236E+001, 9.508E+001, 9.965E+001, 8.194E+001, 4.620E+001, 3.052E+001, 2.737E+001, 2.855E+001, 2.887E+001, 2.970E+001, 3.151E+001, 3.173E+001, 8.775E+001, 8.322E+001, 6.708E+001, 4.749E+001, 4.064E+001, 3.576E+001, 3.146E+001, 2.959E+001, 2.749E+001, 2.684E+001, 2.393E+001, 4.672E+001, 3.889E+001, 2.354E+001, 2.030E+001, 2.007E+001, 1.999E+001, 1.989E+001, 1.988E+001, 2.002E+001, 2.024E+001, 1.835E+002, 1.894E+002, 1.895E+002, 1.862E+002, 1.786E+002, 1.724E+002, 1.605E+002, 8.054E+001, 5.936E+001, 8.567E+001, 8.411E+001, 1.021E+002, 8.299E+001, 9.251E+001, 9.139E+001, 8.352E+001, 8.527E+001, 1.019E+002, 9.257E+001, 8.295E+001, 9.251E+001, 1.009E+002, 8.361E+001, 1.127E+002, 9.245E+001, 8.671E+001, 9.671E+001, 8.794E+001, 1.092E+002, 6.709E+001, 6.652E+001, 7.794E+001, 7.126E+001, 5.464E+001, 5.866E+001, 6.716E+001, 6.203E+001, 2.067E-001, 3.850E-004, 6.267E-010, 1.761E-001, 1.322E-002, 4.025E-005, 5.000E+000
 3.400E+002, 1.287E+002, 1.198E+002, 1.112E+002, 1.069E+002, 1.098E+002, 1.167E+002, 1.228E+002, 1.343E+002, 1.500E+002, 3.271E+001, 9.127E+001, 8.783E+001, 7.273E+001, 3.401E+001, 2.661E+001, 2.652E+001, 2.730E+001, 2.767E+001, 2.855E+001, 3.000E+001, 3.212E+001, 8.214E+001, 7.966E+001, 7.060E+001, 5.243E+001, 4.652E+001, 3.966E+001, 3.324E+001, 3.182E+001, 3.041E+001, 2.912E+001, 2.409E+001, 4.836E+001, 4.583E+001, 2.928E+001, 2.107E+001, 2.008E+001, 1.977E+001, 1.941E+001, 1.939E+001, 1.944E+001, 1.946E+001, 1.462E+002, 1.493E+002, 1.526E+002, 1.541E+002, 1.541E+002, 1.507E+002, 1.438E+002, 7.363E+001, 6.055E+001, 8.222E+001, 7.102E+001, 8.153E+001, 7.977E+001, 8.627E+001, 8.062E+001, 7.775E+001, 9.123E+001, 9.894E+001, 8.400E+001, 7.663E+001, 9.247E+001, 1.087E+002, 7.840E+001, 9.411E+001, 8.951E+001, 8.258E+001, 9.607E+001, 8.881E+001, 9.954E+001, 5.885E+001, 6.500E+001, 7.289E+001, 7.240E+001, 4.579E+001, 5.057E+001, 6.097E+001, 6.496E+001, 2.065E-001, 3.886E-004, 1.316E-008, 1.813E-001, 1.165E-002, 3.534E-005, 5.000E+000
 3.500E+002, 1.331E+002, 1.239E+002, 1.172E+002, 1.174E+002, 1.285E+002, 1.492E+002, 1.581E+002, 1.762E+002, 1.935E+002, 3.304E+001, 9.063E+001, 8.556E+001, 7.452E+001, 5.141E+001, 3.958E+001, 3.077E+001, 2.872E+001, 2.900E+001, 2.981E+001, 3.103E+001, 3.251E+001, 8.026E+001, 7.442E+001, 6.311E+001, 4.879E+001, 4.032E+001, 3.540E+001, 3.237E+001, 3.148E+001, 3.090E+001, 3.106E+001, 2.425E+001, 4.975E+001, 4.936E+001, 3.537E+001, 2.523E+001, 2.037E+001, 1.997E+001, 1.958E+001, 1.955E+001, 1.955E+001, 1.963E+001, 1.576E+002, 1.602E+002, 1.633E+002, 1.642E+002, 1.649E+002, 1.618E+002, 1.539E+002, 7.317E+001, 5.870E+001, 8.350E+001, 8.231E+001, 8.204E+001, 8.506E+001, 8.060E+001, 8.673E+001, 8.544E+001, 9.710E+001, 1.007E+002, 7.714E+001, 8.128E+001, 9.912E+001, 9.129E+001, 7.825E+001, 9.381E+001, 9.797E+001, 8.963E+001, 9.865E+001, 8.741E+001, 1.106E+002, 6.377E+001, 6.564E+001, 7.116E+001, 6.618E+001, 4.311E+001, 4.874E+001, 5.331E+001, 5.769E+001, 2.066E-001, 3.874E-004, 8.828E-009, 1.796E-001, 1.228E-002, 3.730E-005, 5.000E+000
 3.600E+002, 1.853E+002, 1.786E+002, 1.746E+002, 1.786E+002, 1.911E+002, 2.103E+002, 2.211E+002, 2.471E+002, 2.743E+002, 3.336E+001, 8.908E+001, 8.432E+001, 7.179E+001, 4.914E+001, 3.533E+001, 3.002E+001, 2.843E+001, 2.830E+001, 2.874E+001, 2.986E+001, 3.289E+001, 8.272E+001, 8.746E+001, 7.437E+001, 6.150E+001, 4.752E+001, 3.872E+001, 3.496E+001, 3.402E+001, 3.344E+001, 3.409E+001, 2.440E+001, 5.030E+001, 4.878E+001, 3.328E+001, 2.273E+001, 2.188E+001, 2.174E+001, 2.166E+001, 2.168E+001, 2.173E+001, 2.181E+001, 1.929E+002, 2.020E+002, 2.112E+002, 2.139E+002, 2.132E+002, 2.078E+002, 1.933E+002, 7.633E+001, 5.960E+001, 8.828E+001, 9.569E+001, 9.152E+001, 8.778E+001, 9.569E+001, 9.273E+001, 9.968E+001, 1.098E+002, 9.361E+001, 7.963E+001, 8.967E+001, 8.176E+001, 8.504E+001, 7.600E+001, 1.100E+002, 1.138E+002, 8.725E+001, 8.273E+001, 8.323E+001, 1.165E+002, 6.366E+001, 5.621E+001, 6.334E+001, 6.372E+001, 4.509E+001, 4.656E+001, 5.068E+001, 5.470E+001, 2.060E-001, 4.075E-004, 7.479E-008, 1.678E-001, 1.830E-002, 5.617E-005, 5.000E+000
 3.700E+002, 1.842E+002, 1.788E+002, 1.801E+002, 1.948E+002, 2.125E+002, 2.300E+002, 2.402E+002, 2.623E+002, 2.881E+002, 3.367E+001, 9.414E+001, 9.970E+001, 8.719E+001, 6.228E+001, 4.716E+001, 3.945E+001, 3.135E+001, 3.032E+001, 3.042E+001, 3.127E+001, 3.324E+001, 8.595E+001, 9.273E+001, 7.546E+001, 5.728E+001, 4.660E+001, 4.111E+001, 3.783E+001, 3.666E+001, 3.537E+001, 3.543E+001, 2.454E+001, 4.833E+001, 4.242E+001, 2.759E+001, 2.204E+001, 2.178E+001, 2.172E+001, 2.164E+001, 2.159E+001, 2.156E+001, 2.160E+001, 1.978E+002, 2.065E+002, 2.104E+002, 2.085E+002, 2.012E+002, 1.917E+002, 1.770E+002, 8.572E+001, 6.541E+001, 9.778E+001, 9.436E+001, 8.845E+001, 9.865E+001, 1.003E+002, 9.549E+001, 8.607E+001, 8.830E+001, 9.198E+001, 9.070E+001, 7.480E+001, 9.592E+001, 9.513E+001, 7.042E+001, 1.072E+002, 9.063E+001, 8.095E+001, 9.537E+001, 8.087E+001, 1.126E+002, 6.621E+001, 7.486E+001, 7.223E+001, 6.232E+001, 6.065E+001, 6.237E+001, 5.981E+001, 5.390E+001, 2.073E-001, 3.869E-004, 3.118E-009, 1.737E-001, 1.504E-002, 4.596E-005, 5.000E+000
 3.800E+002, 1.748E+002, 1.686E+002, 1.674E+002, 1.743E+002, 1.873E+002, 2.038E+002, 2.133E+002, 2.408E+002, 2.751E+002, 3.396E+001, 9.544E+001, 8.774E+001, 6.782E+001, 3.809E+001, 3.044E+001, 2.873E+001, 2.862E+001, 2.923E+001, 3.073E+001, 3.303E+001, 3.357E+001, 8.855E+001, 9.698E+001, 8.128E+001, 5.625E+001, 4.481E+001, 4.024E+001, 3.809E+001, 3.745E+001, 3.674E+001, 3.689E+001, 2.468E+001, 4.747E+001, 4.747E+001, 3.185E+001, 2.083E+001, 2.049E+001, 2.036E+001, 2.023E+001, 2.022E+001, 2.028E+001, 2.039E+001, 1.918E+002, 1.950E+002, 1.928E+002, 1.908E+002, 1.789E+002, 1.703E+002, 1.578E+002, 8.155E+001, 6.718E+001, 9.677E+001, 8.937E+001, 8.357E+001, 9.359E+001, 1.051E+002, 9.066E+001, 7.943E+001, 8.849E+001, 1.005E+002, 8.518E+001, 7.424E+001, 9.268E+001, 9.502E+001, 7.570E+001, 9.188E+001, 9.413E+001, 8.041E+001, 9.681E+001, 8.544E+001, 1.144E+002, 6.881E+001, 7.437E+001, 7.376E+001, 6.507E+001, 6.197E+001, 6.574E+001, 6.204E+001, 5.832E+001, 2.069E-001, 3.858E-004, 1.812E-009, 1.739E-001, 1.491E-002, 4.556E-005, 5.000E+000
 3.900E+002, 1.822E+002, 1.788E+002, 1.816E+002, 1.942E+002, 2.119E+002, 2.306E+002, 2.430E+002, 2.696E+002, 3.032E+002, 3.425E+001, 9.657E+001, 8.865E+001, 6.790E+001, 3.550E+001, 2.894E+001, 3.005E+001, 3.119E+001, 3.230E+001, 3.458E+001, 3.612E+001, 3.386E+001, 8.956E+001, 9.251E+001, 7.045E+001, 4.663E+001, 3.965E+001, 3.612E+001, 3.507E+001, 3.465E+001, 3.461E+001, 3.503E+001, 2.482E+001, 4.755E+001, 4.673E+001, 3.044E+001, 1.994E+001, 1.971E+001, 1.950E+001, 1.946E+001, 1.940E+001, 1.950E+001, 1.959E+001, 1.941E+002, 1.975E+002, 1.934E+002, 1.946E+002, 1.877E+002, 1.755E+002, 1.623E+002, 8.144E+001, 6.552E+001, 8.979E+001, 7.023E+001, 9.349E+001, 8.960E+001, 1.053E+002, 8.461E+001, 8.691E+001, 7.785E+001, 1.022E+002, 8.977E+001, 7.754E+001, 9.348E+001, 9.962E+001, 8.540E+001, 1.049E+002, 9.677E+001, 8.043E+001, 9.876E+001, 9.212E+001, 1.066E+002, 6.678E+001, 7.433E+001, 7.952E+001, 7.355E+001, 5.861E+001, 6.675E+001, 6.756E+001, 6.250E+001, 2.070E-001, 3.854E-004, 2.951E-010, 1.719E-001, 1.572E-002, 4.809E-005, 5.000E+000
 4.000E+002, 1.657E+002, 1.601E+002, 1.599E+002, 1.743E+002, 1.891E+002, 2.055E+002, 2.161E+002, 2.437E+002, 2.719E+002, 3.452E+001, 9.327E+001, 7.615E+001, 5.392E+001, 2.893E+001, 2.648E+001, 2.821E+001, 3.088E+001, 3.139E+001, 3.264E+001, 3.444E+001, 3.412E+001, 8.680E+001, 8.916E+001, 7.231E+001, 5.293E+001, 4.138E+001, 3.325E+001, 3.097E+001, 3.054E+001, 3.065E+001, 3.112E+001, 2.496E+001, 4.865E+001, 3.941E+001, 2.585E+001, 2.086E+001, 2.054E+001, 2.057E+001, 2.071E+001, 2.071E+001, 2.085E+001, 2.103E+001, 1.845E+002, 1.890E+002, 1.886E+002, 1.897E+002, 1.824E+002, 1.710E+002, 1.591E+002, 7.244E+001, 5.795E+001, 8.928E+001, 7.474E+001, 9.046E+001, 8.199E+001, 9.953E+001, 7.823E+001, 9.180E+001, 9.014E+001, 1.001E+002, 8.148E+001, 8.481E+001, 9.565E+001, 9.249E+001, 7.976E+001, 9.673E+001, 9.826E+001, 8.986E+001, 1.027E+002, 8.187E+001, 9.530E+001, 7.358E+001, 7.760E+001, 7.378E+001, 6.454E+001, 6.475E+001, 6.796E+001, 6.584E+001, 5.869E+001, 2.069E-001, 3.851E-004, 5.909E-011, 1.746E-001, 1.482E-002, 4.526E-005, 5.000E+000
 4.100E+002, 1.436E+002, 1.257E+002, 1.099E+002, 1.050E+002, 1.041E+002, 1.061E+002, 1.058E+002, 1.145E+002, 1.274E+002, 3.479E+001, 9.302E+001, 8.342E+001, 6.439E+001, 4.362E+001, 3.584E+001, 3.443E+001, 3.411E+001, 3.323E+001, 3.374E+001, 3.573E+001, 3.436E+001, 8.327E+001, 8.785E+001, 7.382E+001, 5.403E+001, 4.074E+001, 3.337E+001, 3.062E+001, 3.003E+001, 2.978E+001, 3.015E+001, 2.509E+001, 4.975E+001, 4.490E+001, 2.847E+001, 2.087E+001, 2.063E+001, 2.066E+001, 2.074E+001, 2.071E+001, 2.056E+001, 2.050E+001, 1.841E+002, 1.889E+002, 1.899E+002, 1.896E+002, 1.825E+002, 1.743E+002, 1.633E+002, 7.810E+001, 6.451E+001, 9.145E+001, 7.949E+001, 8.100E+001, 8.738E+001, 9.243E+001, 7.790E+001, 7.934E+001, 9.710E+001, 1.145E+002, 8.791E+001, 7.952E+001, 1.009E+002, 1.013E+002, 7.999E+001, 9.910E+001, 9.042E+001, 9.174E+001, 1.124E+002, 8.958E+001, 9.772E+001, 7.123E+001, 8.075E+001, 7.841E+001, 6.719E+001, 6.217E+001, 6.660E+001, 6.468E+001, 5.906E+001, 2.067E-001, 3.850E-004, 7.641E-010, 1.775E-001, 1.301E-002, 3.959E-005, 5.000E+000
 4.200E+002, 1.445E+002, 1.334E+002, 1.278E+002, 1.309E+002, 1.432E+002, 1.554E+002, 1.621E+002, 1.747E+002, 1.890E+002, 3.505E+001, 9.382E+001, 9.113E+001, 7.623E+001, 5.885E+001, 4.772E+001, 3.940E+001, 3.420E+001, 3.202E+001, 3.145E+001, 3.304E+001, 3.459E+001, 7.974E+001, 7.987E+001, 6.387E+001, 4.474E+001, 3.437E+001, 3.031E+001, 2.968E+001, 2.962E+001, 2.976E+001, 3.040E+001, 2.522E+001, 4.914E+001, 3.633E+001, 2.389E+001, 2.072E+001, 2.069E+001, 2.072E+001, 2.072E+001, 2.070E+001, 2.062E+001, 2.061E+001, 1.674E+002, 1.731E+002, 1.764E+002, 1.771E+002, 1.753E+002, 1.722E+002, 1.643E+002, 8.230E+001, 5.745E+001, 7.669E+001, 7.580E+001, 9.025E+001, 8.912E+001, 8.133E+001, 8.474E+001, 8.611E+001, 1.073E+002, 1.100E+002, 8.575E+001, 7.813E+001, 9.870E+001, 9.940E+001, 8.063E+001, 1.024E+002, 9.723E+001, 9.379E+001, 1.022E+002, 8.917E+001, 1.044E+002, 7.013E+001, 7.713E+001, 7.391E+001, 6.445E+001, 5.730E+001, 6.071E+001, 6.303E+001, 5.851E+001, 2.067E-001, 3.864E-004, 5.107E-009, 1.782E-001, 1.284E-002, 3.907E-005, 5.000E+000
 4.300E+002, 1.222E+002, 1.036E+002, 8.427E+001, 7.482E+001, 7.792E+001, 8.360E+001, 8.683E+001, 9.888E+001, 1.132E+002, 3.530E+001, 9.716E+001, 9.097E+001, 7.325E+001, 5.140E+001, 4.200E+001, 3.424E+001, 3.114E+001, 3.052E+001, 3.152E+001, 3.281E+001, 3.480E+001, 8.059E+001, 8.510E+001, 7.150E+001, 4.790E+001, 3.386E+001, 3.001E+001, 2.950E+001, 2.961E+001, 3.013E+001, 3.061E+001, 2.535E+001, 4.711E+001, 3.307E+001, 2.192E+001, 2.055E+001, 2.063E+001, 2.064E+001, 2.067E+001, 2.065E+001, 2.057E+001, 2.047E+001, 1.665E+002, 1.653E+002, 1.629E+002, 1.600E+002, 1.524E+002, 1.484E+002, 1.428E+002, 8.070E+001, 5.411E+001, 7.373E+001, 7.487E+001, 8.615E+001, 7.829E+001, 8.326E+001, 8.917E+001, 7.984E+001, 8.391E+001, 1.046E+002, 9.773E+001, 7.124E+001, 8.077E+001, 7.643E+001, 7.944E+001, 1.010E+002, 8.875E+001, 8.034E+001, 9.647E+001, 8.982E+001, 1.003E+002, 6.478E+001, 6.979E+001, 6.901E+001, 6.658E+001, 5.529E+001, 6.107E+001, 5.851E+001, 6.043E+001, 2.068E-001, 3.856E-004, 1.772E-009, 1.812E-001, 1.119E-002, 3.389E-005, 7.000E+000
 4.400E+002, 9.109E+001, 8.113E+001, 7.088E+001, 6.496E+001, 6.665E+001, 7.121E+001, 7.340E+001, 7.933E+001, 8.865E+001, 3.555E+001, 9.762E+001, 9.117E+001, 7.384E+001, 5.096E+001, 4.173E+001, 4.041E+001, 4.090E+001, 4.035E+001, 4.150E+001, 4.307E+001, 3.500E+001, 8.657E+001, 8.574E+001, 7.127E+001, 4.980E+001, 3.814E+001, 3.383E+001, 3.242E+001, 3.190E+001, 3.151E+001, 3.174E+001, 2.547E+001, 4.502E+001, 3.892E+001, 2.729E+001, 1.955E+001, 1.941E+001, 1.952E+001, 1.973E+001, 1.979E+001, 1.981E+001, 1.981E+001, 1.322E+002, 1.285E+002, 1.222E+002, 1.186E+002, 1.128E+002, 1.102E+002, 1.061E+002, 6.331E+001, 6.271E+001, 8.821E+001, 7.987E+001, 7.075E+001, 6.321E+001, 7.646E+001, 9.128E+001, 7.170E+001, 6.767E+001, 7.174E+001, 8.069E+001, 6.836E+001, 5.087E+001, 4.674E+001, 6.471E+001, 7.336E+001, 7.782E+001, 7.054E+001, 6.471E+001, 6.717E+001, 1.087E+002, 5.608E+001, 5.436E+001, 5.507E+001, 5.264E+001, 4.509E+001, 4.863E+001, 4.558E+001, 5.148E+001, 2.046E-001, 8.253E-004, 1.387E-006, 1.840E-001, 9.308E-003, 2.800E-005, 7.000E+000
 4.500E+002, 1.104E+002, 1.013E+002, 9.263E+001, 8.888E+001, 8.893E+001, 9.423E+001, 9.615E+001, 9.889E+001, 1.049E+002, 3.578E+001, 9.114E+001, 7.516E+001, 5.949E+001, 4.112E+001, 3.190E+001, 3.025E+001, 3.062E+001, 3.028E+001, 3.067E+001, 3.095E+001, 3.517E+001, 9.627E+001, 9.712E+001, 7.927E+001, 5.856E+001, 4.203E+001, 3.640E+001, 3.470E+001, 3.477E+001, 3.501E+001, 3.573E+001, 2.558E+001, 4.269E+001, 3.426E+001, 2.495E+001, 1.918E+001, 1.906E+001, 1.916E+001, 1.919E+001, 1.921E+001, 1.918E+001, 1.915E+001, 1.291E+002, 1.300E+002, 1.333E+002, 1.330E+002, 1.305E+002, 1.301E+002, 1.304E+002, 7.495E+001, 6.775E+001, 9.279E+001, 7.135E+001, 7.676E+001, 8.329E+001, 9.182E+001, 6.942E+001, 7.061E+001, 6.869E+001, 7.826E+001, 7.696E+001, 6.068E+001, 4.856E+001, 5.070E+001, 6.504E+001, 8.514E+001, 8.473E+001, 6.810E+001, 6.453E+001, 7.725E+001, 8.645E+001, 4.762E+001, 5.094E+001, 5.875E+001, 5.690E+001, 4.537E+001, 4.652E+001, 4.430E+001, 4.842E+001, 2.045E-001, 8.767E-004, 1.549E-006, 1.813E-001, 1.091E-002, 3.302E-005, 7.000E+000
 4.600E+002, 9.610E+001, 8.152E+001, 6.755E+001, 6.385E+001, 7.186E+001, 8.376E+001, 8.783E+001, 1.001E+002, 1.181E+002, 3.601E+001, 8.694E+001, 8.502E+001, 7.517E+001, 5.808E+001, 4.748E+001, 4.064E+001, 3.703E+001, 3.417E+001, 2.902E+001, 2.681E+001, 3.532E+001, 8.865E+001, 7.332E+001, 5.971E+001, 4.363E+001, 3.653E+001, 3.345E+001, 3.371E+001, 3.381E+001, 3.362E+001, 3.293E+001, 2.569E+001, 4.569E+001, 4.524E+001, 3.041E+001, 1.980E+001, 1.922E+001, 1.905E+001, 1.897E+001, 1.894E+001, 1.892E+001, 1.892E+001, 1.218E+002, 1.262E+002, 1.340E+002, 1.365E+002, 1.448E+002, 1.490E+002, 1.547E+002, 8.328E+001, 6.751E+001, 6.987E+001, 6.030E+001, 9.764E+001, 8.712E+001, 7.876E+001, 7.766E+001, 9.016E+001, 8.657E+001, 6.957E+001, 6.710E+001, 7.566E+001, 5.539E+001, 5.655E+001, 6.358E+001, 1.146E+002, 1.123E+002, 7.993E+001, 7.584E+001, 7.284E+001, 8.598E+001, 5.145E+001, 5.840E+001, 5.514E+001, 5.127E+001, 4.348E+001, 4.373E+001, 4.492E+001, 4.344E+001, 2.052E-001, 6.801E-004, 9.308E-007, 1.835E-001, 9.968E-003, 3.006E-005, 7.000E+000
