s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.502E+002, 9.157E+001, 2.709E+001, 8.726E+000, 6.234E+000, 2.685E+002, 2.695E+002, 2.660E+002, 1.200E+001
 3.400E+002, 1.621E+002, 9.702E+001, 2.722E+001, 8.492E+000, 6.237E+000, 2.650E+002, 2.633E+002, 2.453E+002, 1.200E+001
 3.500E+002, 1.302E+002, 8.431E+001, 2.682E+001, 1.058E+001, 5.551E+000, 2.704E+002, 2.729E+002, 2.940E+002, 1.200E+001
 3.600E+002, 1.396E+002, 8.786E+001, 2.749E+001, 1.068E+001, 5.626E+000, 2.800E+002, 2.884E+002, 3.354E+002, 1.200E+001
 3.700E+002, 1.383E+002, 8.575E+001, 2.743E+001, 9.848E+000, 6.067E+000, 2.855E+002, 2.961E+002, 3.311E+002, 1.200E+001
 3.800E+002, 1.408E+002, 8.861E+001, 2.732E+001, 1.006E+001, 5.991E+000, 2.876E+002, 2.978E+002, 3.156E+002, 1.200E+001
 3.900E+002, 1.334E+002, 8.541E+001, 2.639E+001, 1.003E+001, 5.594E+000, 2.878E+002, 2.964E+002, 2.996E+002, 1.200E+001
 4.000E+002, 1.566E+002, 9.623E+001, 3.541E+001, 1.043E+001, 6.641E+000, 2.898E+002, 2.983E+002, 3.055E+002, 1.200E+001
 4.100E+002, 1.457E+002, 9.073E+001, 3.361E+001, 1.065E+001, 6.069E+000, 2.975E+002, 3.097E+002, 3.417E+002, 1.200E+001
 4.200E+002, 1.368E+002, 8.365E+001, 2.853E+001, 1.020E+001, 5.766E+000, 3.022E+002, 3.155E+002, 3.420E+002, 1.200E+001
 4.300E+002, 1.459E+002, 8.682E+001, 2.836E+001, 8.930E+000, 5.910E+000, 3.037E+002, 3.157E+002, 3.251E+002, 1.200E+001
 4.400E+002, 1.432E+002, 9.167E+001, 2.930E+001, 9.606E+000, 6.142E+000, 3.013E+002, 3.096E+002, 2.969E+002, 1.200E+001
 4.500E+002, 1.459E+002, 8.882E+001, 2.755E+001, 9.926E+000, 6.460E+000, 3.019E+002, 3.093E+002, 3.047E+002, 1.200E+001
 4.600E+002, 1.609E+002, 9.361E+001, 2.668E+001, 1.126E+001, 6.375E+000, 3.053E+002, 3.137E+002, 3.246E+002, 1.200E+001
 4.700E+002, 1.671E+002, 9.781E+001, 2.661E+001, 9.074E+000, 6.882E+000, 3.048E+002, 3.114E+002, 3.064E+002, 1.200E+001
 4.800E+002, 1.704E+002, 1.043E+002, 2.629E+001, 1.028E+001, 6.706E+000, 3.028E+002, 3.068E+002, 2.932E+002, 1.200E+001
 4.900E+002, 1.538E+002, 9.631E+001, 2.814E+001, 1.079E+001, 6.125E+000, 3.053E+002, 3.104E+002, 3.169E+002, 1.200E+001
 5.000E+002, 1.455E+002, 9.302E+001, 3.179E+001, 1.005E+001, 6.095E+000, 3.100E+002, 3.173E+002, 3.357E+002, 1.200E+001
 5.100E+002, 1.524E+002, 9.320E+001, 2.747E+001, 7.562E+000, 6.183E+000, 3.063E+002, 3.098E+002, 2.951E+002, 1.200E+001
 5.200E+002, 1.198E+002, 7.932E+001, 2.738E+001, 1.010E+001, 4.703E+000, 3.067E+002, 3.100E+002, 3.075E+002, 1.200E+001
 5.300E+002, 1.618E+002, 9.238E+001, 2.739E+001, 8.889E+000, 6.914E+000, 3.075E+002, 3.108E+002, 3.092E+002, 1.200E+001
 5.400E+002, 1.561E+002, 1.003E+002, 2.708E+001, 8.883E+000, 6.287E+000, 3.021E+002, 3.011E+002, 2.740E+002, 1.200E+001
 5.500E+002, 1.509E+002, 9.128E+001, 2.699E+001, 1.006E+001, 6.118E+000, 3.003E+002, 2.983E+002, 2.825E+002, 1.200E+001
 5.600E+002, 1.324E+002, 8.594E+001, 2.678E+001, 1.211E+001, 4.860E+000, 3.069E+002, 3.098E+002, 3.370E+002, 1.200E+001
 5.700E+002, 1.446E+002, 9.015E+001, 2.657E+001, 8.983E+000, 5.941E+000, 3.117E+002, 3.173E+002, 3.411E+002, 1.200E+001
 5.800E+002, 1.361E+002, 8.624E+001, 2.647E+001, 1.092E+001, 5.734E+000, 3.105E+002, 3.143E+002, 3.179E+002, 1.200E+001
 5.900E+002, 1.423E+002, 8.500E+001, 2.664E+001, 1.120E+001, 5.995E+000, 3.169E+002, 3.244E+002, 3.504E+002, 1.200E+001
 6.000E+002, 1.567E+002, 9.706E+001, 2.848E+001, 9.154E+000, 6.421E+000, 3.149E+002, 3.196E+002, 3.135E+002, 1.200E+001
