s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 2.769E+001, 2.538E+001, 1.023E+002, 1.389E+000, 8.295E-001, 4.866E+001, 4.960E+001, 3.055E+001, 2.300E+001
 3.400E+002, 2.620E+001, 2.710E+001, 1.142E+002, 1.501E+000, 1.165E+000, 4.782E+001, 4.810E+001, 2.978E+001, 2.300E+001
 3.500E+002, 2.623E+001, 2.576E+001, 1.141E+002, 1.601E+000, 1.205E+000, 4.703E+001, 4.672E+001, 2.967E+001, 2.300E+001
 3.600E+002, 2.622E+001, 2.543E+001, 1.112E+002, 1.325E+000, 1.125E+000, 4.639E+001, 4.563E+001, 3.023E+001, 2.300E+001
 3.700E+002, 2.575E+001, 2.570E+001, 1.107E+002, 1.492E+000, 9.749E-001, 4.568E+001, 4.447E+001, 2.980E+001, 2.300E+001
 3.800E+002, 2.585E+001, 2.546E+001, 1.188E+002, 1.493E+000, 1.123E+000, 4.502E+001, 4.341E+001, 2.977E+001, 2.300E+001
 3.900E+002, 2.671E+001, 2.462E+001, 1.230E+002, 1.312E+000, 1.135E+000, 4.444E+001, 4.252E+001, 3.005E+001, 2.300E+001
 4.000E+002, 2.823E+001, 2.500E+001, 1.220E+002, 1.693E+000, 1.282E+000, 4.393E+001, 4.178E+001, 3.075E+001, 2.400E+001
 4.100E+002, 3.158E+001, 2.655E+001, 1.160E+002, 1.690E+000, 1.276E+000, 4.353E+001, 4.125E+001, 3.218E+001, 2.400E+001
 4.200E+002, 2.651E+001, 2.621E+001, 1.129E+002, 1.357E+000, 1.120E+000, 4.296E+001, 4.044E+001, 3.141E+001, 2.400E+001
 4.300E+002, 2.506E+001, 2.485E+001, 1.160E+002, 1.579E+000, 1.281E+000, 4.244E+001, 3.973E+001, 3.120E+001, 2.400E+001
 4.400E+002, 2.646E+001, 2.459E+001, 1.261E+002, 1.300E+000, 1.102E+000, 4.211E+001, 3.935E+001, 3.211E+001, 2.400E+001
 4.500E+002, 2.472E+001, 2.442E+001, 1.231E+002, 1.129E+000, 9.339E-001, 4.159E+001, 3.861E+001, 3.080E+001, 2.400E+001
 4.600E+002, 2.323E+001, 2.339E+001, 1.171E+002, 1.197E+000, 8.682E-001, 4.094E+001, 3.769E+001, 2.893E+001, 2.400E+001
 4.700E+002, 2.322E+001, 2.303E+001, 1.096E+002, 1.250E+000, 9.268E-001, 4.030E+001, 3.680E+001, 2.749E+001, 2.400E+001
 4.800E+002, 2.316E+001, 2.237E+001, 1.034E+002, 1.232E+000, 1.048E+000, 3.960E+001, 3.582E+001, 2.581E+001, 2.400E+001
 4.900E+002, 2.329E+001, 2.148E+001, 9.915E+001, 1.202E+000, 9.412E-001, 3.898E+001, 3.499E+001, 2.501E+001, 2.400E+001
 5.000E+002, 2.389E+001, 2.160E+001, 1.070E+002, 1.176E+000, 1.065E+000, 3.840E+001, 3.426E+001, 2.461E+001, 2.400E+001
 5.100E+002, 2.292E+001, 2.237E+001, 1.058E+002, 1.198E+000, 1.046E+000, 3.779E+001, 3.346E+001, 2.376E+001, 2.400E+001
 5.200E+002, 2.225E+001, 2.180E+001, 1.098E+002, 1.285E+000, 1.066E+000, 3.725E+001, 3.281E+001, 2.372E+001, 2.400E+001
 5.300E+002, 2.202E+001, 2.065E+001, 1.001E+002, 1.136E+000, 9.962E-001, 3.679E+001, 3.231E+001, 2.417E+001, 2.400E+001
 5.400E+002, 2.158E+001, 1.976E+001, 1.112E+002, 1.027E+000, 1.052E+000, 3.631E+001, 3.175E+001, 2.387E+001, 2.400E+001
 5.500E+002, 2.095E+001, 1.986E+001, 1.103E+002, 1.193E+000, 1.080E+000, 3.583E+001, 3.122E+001, 2.368E+001, 2.400E+001
 5.600E+002, 2.113E+001, 2.033E+001, 1.156E+002, 1.108E+000, 1.084E+000, 3.538E+001, 3.073E+001, 2.360E+001, 2.400E+001
 5.700E+002, 2.124E+001, 2.036E+001, 1.045E+002, 1.188E+000, 1.090E+000, 3.491E+001, 3.021E+001, 2.328E+001, 2.400E+001
 5.800E+002, 2.088E+001, 1.951E+001, 9.556E+001, 1.164E+000, 9.582E-001, 3.450E+001, 2.981E+001, 2.345E+001, 2.400E+001
 5.900E+002, 2.058E+001, 1.934E+001, 1.008E+002, 1.390E+000, 9.492E-001, 3.412E+001, 2.946E+001, 2.384E+001, 2.400E+001
 6.000E+002, 2.309E+001, 1.938E+001, 1.100E+002, 1.467E+000, 1.039E+000, 3.396E+001, 2.950E+001, 2.576E+001, 2.400E+001
